mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8			5/8	5/8	3/4	1	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	8	21	1.0	0	0	3/4	1	1	2	I|PAC}	g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
9	8	22	1.0	1/4	1/4	3/4	1	1	2	VII.IV{	g	VII		IV	IV						{	M	1	0	-1, 3, 0		-1	-1
9	8	23	1.0	1/2	1/2	3/4	1	1	2	V2	g	VII		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
10	9	24	1.0	0	0	3/4	1	1		V65	g	VII		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
10	9	25	1.5	1/4	1/4	3/4	1	1		i.V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
10	9	53/2	0.5	5/8	5/8	3/4	1	1		V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
11	10	27	1.5	0	0	3/4	1	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	10	57/2	0.5	3/8	3/8	3/4	1	1		v.i64	g	v		i64	i		64					m	1	1	1, 0, -3		0	1
11	10	29	1.0	1/2	1/2	3/4	1	1		V2	g	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
12	11	30	1.0	0	0	3/4	1	1		V43	g	v		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
12	11	31	1.0	1/4	1/4	3/4	1	1		i6	g	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	11	32	1.0	1/2	1/2	3/4	1	1		ii%65	g	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
13	12	33	3.0	0	0	3/4	1	1		V|HC.CON}	g	v		V	V					HC.CON	}	M	1	1	1, 5, 2		1	1
14	13	36	3.0	0	0	3/4	1	1		i6{	g	v		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
15	14	39	1.0	0	0	3/4	1	1		V6	g	v		V6	V		6					M	1	1	5, 2, 1		1	5
15	14	40	1.0	1/4	1/4	3/4	1	1		v6	g	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
15	14	41	1.0	1/2	1/2	3/4	1	1		V2/iv	g	v		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
16	15	42	1.0	0	0	3/4	1	1		iv6	g	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
16	15	43	1.0	1/4	1/4	3/4	1	1		i64	g	v		i64	i		64					m	1	1	1, 0, -3		0	1
16	15	44	1.0	1/2	1/2	3/4	1	1		ii%65	g	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
17	16	45	2.0	0	0	3/4	1	1		V	g	v		V	V							M	1	1	1, 5, 2		1	1
17	16	47	1.0	1/2	1/2	3/4	1	1		I|PAC}	g	v		I	I					PAC	}	M	1	1	0, 4, 1		0	0
18	17	48	1.0	0	0	3/4	1	1		III.V{	g	III		V	V						{	M	1	0	1, 5, 2		1	1
18	17	49	1.5	1/4	1/4	3/4	1	1		I6	g	III		I6	I		6					M	1	0	4, 1, 0		0	4
18	17	101/2	0.5	5/8	5/8	3/4	1	1		IM7	g	III		IM7	I	M	7					MM7	1	0	0, 4, 1, 5		0	0
19	18	51	1.0	0	0	3/4	1	1		IV	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
19	18	52	1.5	1/4	1/4	3/4	1	1		i.ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
19	18	107/2	0.5	5/8	5/8	3/4	1	1		ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
20	19	54	1.0	0	0	3/4	1	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	19	55	2.0	1/4	1/4	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
21	20	57	3.0	0	0	3/4	1	1		V|HC.SIM}	g	i		V	V					HC.SIM	}	M	1	1	1, 5, 2		1	1
21	20	58	0.0	1/4	1/4	3/4	1	1		{	g	i									{		1	1				
22	21	60	3.0	0	0	3/4	1	1		V65/iv	g	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
23	22	63	1.0	0	0	3/4	1	1		iv(4)	g	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
23	22	64	2.0	1/4	1/4	3/4	1	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
24	23	66	3.0	0	0	3/4	1	1		V65/III	g	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
25	24	69	1.0	0	0	3/4	1	1		III(4)	g	i		III(4)	III			4				M	1	1	-3, -4, -2		-3	-3
25	24	70	1.0	1/4	1/4	3/4	1	1		III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
25	24	71	1.0	1/2	1/2	3/4	1	1		i64	g	i		i64	i		64					m	1	1	1, 0, -3		0	1
26	25	72	3.0	0	0	3/4	1	1		ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
27	26	75	3.0	0	0	3/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
28	27	78	0.75	0	0	3/4	1	1		V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
28	27	315/4	0.25	3/16	3/16	3/4	1	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
28	27	79	2.0	1/4	1/4	3/4	1	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
29	28			0	0	3/4	1	1	1	i|PAC}	g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
29	28			1/4	1/4	3/4	1	1	1	VII.IV{	g	VII		IV	IV						{	M	1	0	-1, 3, 0		-1	-1
29	28			1/2	1/2	3/4	1	1	1	V2	g	VII		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
30	28	81	3.0	0	0	3/4	1	1	2	i|PAC}	g	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
